POSTE;DATE;FFM;DIRT
33281001;19701016;2,6;
33281001;19701017;1,3;
33281001;19701018;1,6;
33281001;19701019;2,8;
33281001;19701020;4,4;
33281001;19701021;3,0;
33281001;19701022;1,9;
33281001;19701023;1,0;
33281001;19701024;1,8;
33281001;19701025;1,8;
33281001;19701026;1,5;
33281001;19701027;0,8;
33281001;19701028;1,1;
33281001;19701029;0,6;
33281001;19701030;1,9;
33281001;19701031;1,9;
33281001;19701101;1,3;
33281001;19701102;2,6;
33281001;19701103;2,3;
33281001;19701104;1,5;
33281001;19701105;4,0;
33281001;19701106;1,6;
33281001;19701107;2,1;
33281001;19701108;0,9;
33281001;19701109;1,6;
33281001;19701110;1,1;
33281001;19701111;2,6;
33281001;19701112;3,6;
33281001;19701113;1,6;
33281001;19701114;4,3;
33281001;19701115;3,9;
33281001;19701116;2,5;
33281001;19701117;5,3;
33281001;19701118;5,1;
33281001;19701119;4,6;
33281001;19701120;5,6;
33281001;19701121;5,5;
33281001;19701122;2,5;
33281001;19701123;3,9;
33281001;19701124;5,4;
33281001;19701125;3,1;
33281001;19701126;3,6;
33281001;19701127;2,9;
33281001;19701128;3,5;
33281001;19701129;5,4;
33281001;19701130;5,1;
33281001;19701201;3,4;
33281001;19701202;2,8;
33281001;19701203;3,6;
33281001;19701204;2,3;
33281001;19701205;1,8;
33281001;19701206;1,3;
33281001;19701207;2,9;
33281001;19701208;4,8;
33281001;19701209;4,0;
33281001;19701210;2,9;
33281001;19701211;2,8;
33281001;19701212;2,0;
33281001;19701213;2,4;
33281001;19701214;1,3;
33281001;19701215;2,1;
33281001;19701216;1,4;
33281001;19701217;1,0;
33281001;19701218;1,6;
33281001;19701219;0,8;
33281001;19701220;1,0;
33281001;19701221;3,0;
33281001;19701222;3,3;
33281001;19701223;1,6;
33281001;19701224;3,9;
33281001;19701225;3,5;
33281001;19701226;1,1;
33281001;19701227;2,3;
33281001;19701228;0,9;
33281001;19701229;0,9;
33281001;19701230;5,5;
33281001;19701231;4,9;
33281001;19710101;1,9;
33281001;19710102;3,4;
33281001;19710103;2,3;
33281001;19710104;1,6;
33281001;19710105;2,5;
33281001;19710106;2,0;
33281001;19710107;2,8;
33281001;19710108;1,8;
33281001;19710109;1,3;
33281001;19710110;1,6;
33281001;19710111;4,5;
33281001;19710112;3,3;
33281001;19710113;2,9;
33281001;19710114;4,3;
33281001;19710115;3,5;
33281001;19710116;1,3;
33281001;19710117;3,3;
33281001;19710118;4,3;
33281001;19710119;6,8;
33281001;19710120;5,6;
33281001;19710121;7,9;
33281001;19710122;5,5;
33281001;19710123;7,4;
33281001;19710124;6,8;
33281001;19710125;9,9;
33281001;19710126;7,8;
33281001;19710127;8,6;
33281001;19710128;4,8;
33281001;19710129;3,4;
33281001;19710130;3,9;
33281001;19710131;1,4;
33281001;19710201;2,5;
33281001;19710202;5,1;
33281001;19710203;3,5;
33281001;19710204;4,6;
33281001;19710205;2,8;
33281001;19710206;1,4;
33281001;19710207;2,4;
33281001;19710208;2,1;
33281001;19710209;2,1;
33281001;19710210;3,4;
33281001;19710211;2,1;
33281001;19710212;2,0;
33281001;19710213;3,1;
33281001;19710214;2,9;
33281001;19710215;8,3;
33281001;19710216;5,9;
33281001;19710217;5,8;
33281001;19710218;6,9;
33281001;19710219;4,1;
33281001;19710220;3,4;
33281001;19710221;3,9;
33281001;19710222;2,3;
33281001;19710223;2,1;
33281001;19710224;2,3;
33281001;19710225;1,9;
33281001;19710226;0,4;
33281001;19710227;1,5;
33281001;19710228;2,4;
33281001;19710301;3,9;
33281001;19710302;1,6;
33281001;19710303;4,1;
33281001;19710304;5,1;
33281001;19710305;4,4;
33281001;19710306;2,4;
33281001;19710307;5,8;
33281001;19710308;2,5;
33281001;19710309;1,6;
33281001;19710310;1,8;
33281001;19710311;2,0;
33281001;19710312;3,3;
33281001;19710313;2,9;
33281001;19710314;4,5;
33281001;19710315;4,0;
33281001;19710316;4,9;
33281001;19710317;4,9;
33281001;19710318;6,4;
33281001;19710319;5,6;
33281001;19710320;4,1;
33281001;19710321;3,0;
33281001;19710322;6,3;
33281001;19710323;3,3;
33281001;19710324;1,9;
33281001;19710325;3,4;
33281001;19710326;6,5;
33281001;19710327;4,3;
33281001;19710328;3,3;
33281001;19710329;1,1;
33281001;19710330;3,0;
33281001;19710331;3,0;
33281001;19710401;3,6;
33281001;19710402;3,3;
33281001;19710403;2,9;
33281001;19710404;4,1;
33281001;19710405;2,6;
33281001;19710406;3,4;
33281001;19710407;3,6;
33281001;19710408;2,9;
33281001;19710409;1,9;
33281001;19710410;3,1;
33281001;19710411;2,6;
33281001;19710412;2,3;
33281001;19710413;2,0;
33281001;19710414;5,0;
33281001;19710415;2,9;
33281001;19710416;3,1;
33281001;19710417;3,6;
33281001;19710418;1,9;
33281001;19710419;3,1;
33281001;19710420;4,3;
33281001;19710421;2,4;
33281001;19710422;3,5;
33281001;19710423;5,1;
33281001;19710424;6,1;
33281001;19710425;2,0;
33281001;19710426;2,6;
33281001;19710427;3,0;
33281001;19710428;4,9;
33281001;19710429;3,5;
33281001;19710430;3,3;
33281001;19710501;3,8;
33281001;19710502;3,6;
33281001;19710503;2,6;
33281001;19710504;2,1;
33281001;19710505;3,9;
33281001;19710506;5,4;
33281001;19710507;2,4;
33281001;19710508;3,0;
33281001;19710509;3,3;
33281001;19710510;3,8;
33281001;19710511;2,6;
33281001;19710512;2,4;
33281001;19710513;4,0;
33281001;19710514;1,9;
33281001;19710515;2,6;
33281001;19710516;2,8;
33281001;19710517;2,5;
33281001;19710518;2,1;
33281001;19710519;3,4;
33281001;19710520;1,5;
33281001;19710521;2,5;
33281001;19710522;4,9;
33281001;19710523;4,9;
33281001;19710524;3,8;
33281001;19710525;3,5;
33281001;19710526;3,1;
33281001;19710527;3,8;
33281001;19710528;4,9;
33281001;19710529;3,4;
33281001;19710530;3,8;
33281001;19710531;2,5;
33281001;19710601;1,4;
33281001;19710602;1,8;
33281001;19710603;2,4;
33281001;19710604;4,0;
33281001;19710605;5,4;
33281001;19710606;3,9;
33281001;19710607;2,0;
33281001;19710608;2,3;
33281001;19710609;3,0;
33281001;19710610;5,4;
33281001;19710611;6,0;
33281001;19710612;3,5;
33281001;19710613;4,0;
33281001;19710614;3,9;
33281001;19710615;6,1;
33281001;19710616;1,6;
33281001;19710617;3,1;
33281001;19710618;3,9;
33281001;19710619;5,0;
33281001;19710620;4,3;
33281001;19710621;1,5;
33281001;19710622;2,0;
33281001;19710623;2,5;
33281001;19710624;3,3;
33281001;19710625;2,8;
33281001;19710626;5,0;
33281001;19710627;3,1;
33281001;19710628;4,9;
33281001;19710629;2,0;
33281001;19710630;4,1;
33281001;19710701;2,6;
33281001;19710702;3,5;
33281001;19710703;3,1;
33281001;19710704;4,9;
33281001;19710705;4,3;
33281001;19710706;2,0;
33281001;19710707;2,1;
33281001;19710708;1,5;
33281001;19710709;1,5;
33281001;19710710;2,3;
33281001;19710711;2,3;
33281001;19710712;0,9;
33281001;19710713;3,0;
33281001;19710714;3,4;
33281001;19710715;2,6;
33281001;19710716;2,5;
33281001;19710717;2,6;
33281001;19710718;2,3;
33281001;19710719;3,0;
33281001;19710720;2,8;
33281001;19710721;1,9;
33281001;19710722;2,3;
33281001;19710723;3,3;
33281001;19710724;2,5;
33281001;19710725;3,1;
33281001;19710726;3,1;
33281001;19710727;3,8;
33281001;19710728;2,1;
33281001;19710729;3,5;
33281001;19710730;3,5;
33281001;19710731;3,1;
33281001;19710801;2,0;
33281001;19710802;2,0;
33281001;19710803;4,8;
33281001;19710804;2,4;
33281001;19710805;3,1;
33281001;19710806;2,8;
33281001;19710807;4,1;
33281001;19710808;1,9;
33281001;19710809;1,9;
33281001;19710810;3,1;
33281001;19710811;2,9;
33281001;19710812;1,6;
33281001;19710813;2,0;
33281001;19710814;2,0;
33281001;19710815;2,3;
33281001;19710816;2,4;
33281001;19710817;3,8;
33281001;19710818;2,8;
33281001;19710819;2,9;
33281001;19710820;3,0;
33281001;19710821;3,9;
33281001;19710822;3,0;
33281001;19710823;2,4;
33281001;19710824;3,4;
33281001;19710825;3,1;
33281001;19710826;4,4;
33281001;19710827;5,0;
33281001;19710828;1,4;
33281001;19710829;2,1;
33281001;19710830;2,0;
33281001;19710831;2,1;
33281001;19710901;1,3;
33281001;19710902;2,4;
33281001;19710903;3,1;
33281001;19710904;2,0;
33281001;19710905;2,8;
33281001;19710906;2,5;
33281001;19710907;1,9;
33281001;19710908;1,9;
33281001;19710909;2,5;
33281001;19710910;3,5;
33281001;19710911;2,5;
33281001;19710912;4,4;
33281001;19710913;4,0;
33281001;19710914;3,6;
33281001;19710915;4,5;
33281001;19710916;3,8;
33281001;19710917;1,3;
33281001;19710918;2,6;
33281001;19710919;2,6;
33281001;19710920;1,6;
33281001;19710921;1,9;
33281001;19710922;3,1;
33281001;19710923;2,5;
33281001;19710924;1,4;
33281001;19710925;1,3;
33281001;19710926;0,9;
33281001;19710927;2,8;
33281001;19710928;3,0;
33281001;19710929;1,6;
33281001;19710930;3,1;
33281001;19711001;1,8;
33281001;19711002;2,4;
33281001;19711003;2,1;
33281001;19711004;2,6;
33281001;19711005;3,5;
33281001;19711006;2,3;
33281001;19711007;2,6;
33281001;19711008;1,8;
33281001;19711009;3,6;
33281001;19711010;1,5;
33281001;19711011;1,3;
33281001;19711012;2,5;
33281001;19711013;4,0;
33281001;19711014;5,0;
33281001;19711015;2,0;
33281001;19711016;1,4;
33281001;19711017;2,8;
33281001;19711018;3,1;
33281001;19711019;3,3;
33281001;19711020;2,3;
33281001;19711021;1,5;
33281001;19711022;1,3;
33281001;19711023;1,1;
33281001;19711024;1,6;
33281001;19711025;2,1;
33281001;19711026;0,8;
33281001;19711027;1,8;
33281001;19711028;2,0;
33281001;19711029;0,8;
33281001;19711030;1,0;
33281001;19711031;1,0;
33281001;19711101;1,3;
33281001;19711102;0,5;
33281001;19711103;0,4;
33281001;19711104;0,6;
33281001;19711105;3,8;
33281001;19711106;2,9;
33281001;19711107;3,5;
33281001;19711108;2,8;
33281001;19711109;4,0;
33281001;19711110;8,1;
33281001;19711111;3,1;
33281001;19711112;2,4;
33281001;19711113;0,8;
33281001;19711114;3,1;
33281001;19711115;3,0;
33281001;19711116;1,3;
33281001;19711117;2,9;
33281001;19711118;4,4;
33281001;19711119;6,4;
33281001;19711120;1,0;
33281001;19711121;7,8;
33281001;19711122;5,5;
33281001;19711123;3,5;
33281001;19711124;4,9;
33281001;19711125;3,5;
33281001;19711126;1,8;
33281001;19711127;1,0;
33281001;19711128;2,8;
33281001;19711129;2,4;
33281001;19711130;5,1;
33281001;19711201;3,4;
33281001;19711202;3,1;
33281001;19711203;2,6;
33281001;19711204;1,0;
33281001;19711205;2,5;
33281001;19711206;2,3;
33281001;19711207;3,0;
33281001;19711208;3,1;
33281001;19711209;3,5;
33281001;19711210;1,3;
33281001;19711211;1,4;
33281001;19711212;0,8;
33281001;19711213;1,4;
33281001;19711214;1,1;
33281001;19711215;1,8;
33281001;19711216;2,1;
33281001;19711217;2,8;
33281001;19711218;2,8;
33281001;19711219;3,4;
33281001;19711220;4,0;
33281001;19711221;1,8;
33281001;19711222;2,0;
33281001;19711223;1,6;
33281001;19711224;1,5;
33281001;19711225;2,0;
33281001;19711226;3,1;
33281001;19711227;1,4;
33281001;19711228;1,3;
33281001;19711229;4,4;
33281001;19711230;4,8;
33281001;19711231;1,4;
33281001;19720101;3,6;
33281001;19720102;3,3;
33281001;19720103;2,5;
33281001;19720104;2,1;
33281001;19720105;2,9;
33281001;19720106;1,8;
33281001;19720107;2,6;
33281001;19720108;3,3;
33281001;19720109;3,8;
33281001;19720110;3,8;
33281001;19720111;3,1;
33281001;19720112;3,1;
33281001;19720113;3,8;
33281001;19720114;4,3;
33281001;19720115;3,9;
33281001;19720116;2,8;
33281001;19720117;2,3;
33281001;19720118;3,1;
33281001;19720119;3,6;
33281001;19720120;6,1;
33281001;19720121;2,6;
33281001;19720122;2,3;
33281001;19720123;2,4;
33281001;19720124;2,9;
33281001;19720125;2,3;
33281001;19720126;7,1;
33281001;19720127;6,6;
33281001;19720128;4,6;
33281001;19720129;4,4;
33281001;19720130;2,0;
33281001;19720131;4,1;
33281001;19720201;4,0;
33281001;19720202;4,8;
33281001;19720203;5,4;
33281001;19720204;4,3;
33281001;19720205;4,8;
33281001;19720206;4,1;
33281001;19720207;2,4;
33281001;19720208;3,1;
33281001;19720209;3,9;
33281001;19720210;3,9;
33281001;19720211;7,6;
33281001;19720212;7,5;
33281001;19720213;9,9;
33281001;19720214;4,3;
33281001;19720215;2,4;
33281001;19720216;2,3;
33281001;19720217;3,1;
33281001;19720218;6,5;
33281001;19720219;2,3;
33281001;19720220;1,9;
33281001;19720221;1,9;
33281001;19720222;1,9;
33281001;19720223;2,3;
33281001;19720224;2,9;
33281001;19720225;2,8;
33281001;19720226;2,3;
33281001;19720227;2,0;
33281001;19720228;1,5;
33281001;19720229;0,6;
33281001;19720301;2,5;
33281001;19720302;2,8;
33281001;19720303;5,6;
33281001;19720304;3,9;
33281001;19720305;7,4;
33281001;19720306;6,5;
33281001;19720307;6,8;
33281001;19720308;4,1;
33281001;19720309;3,6;
33281001;19720310;2,9;
33281001;19720311;4,8;
33281001;19720312;1,4;
33281001;19720313;2,8;
33281001;19720314;4,8;
33281001;19720315;4,5;
33281001;19720316;1,5;
33281001;19720317;1,8;
33281001;19720318;1,4;
33281001;19720319;2,3;
33281001;19720320;2,4;
33281001;19720321;1,8;
33281001;19720322;2,1;
33281001;19720323;1,9;
33281001;19720324;2,1;
33281001;19720325;2,9;
33281001;19720326;5,6;
33281001;19720327;5,9;
33281001;19720328;4,6;
33281001;19720329;1,8;
33281001;19720330;2,8;
33281001;19720331;4,3;
33281001;19720401;2,8;
33281001;19720402;2,8;
33281001;19720403;1,9;
33281001;19720404;5,0;
33281001;19720405;5,6;
33281001;19720406;4,9;
33281001;19720407;3,1;
33281001;19720408;5,5;
33281001;19720409;3,4;
33281001;19720410;5,6;
33281001;19720411;8,8;
33281001;19720412;6,8;
33281001;19720413;3,1;
33281001;19720414;6,6;
33281001;19720415;5,9;
33281001;19720416;4,9;
33281001;19720417;4,8;
33281001;19720418;4,0;
33281001;19720419;4,5;
33281001;19720420;4,0;
33281001;19720421;4,0;
33281001;19720422;3,9;
33281001;19720423;3,8;
33281001;19720424;4,0;
33281001;19720425;6,1;
33281001;19720426;5,3;
33281001;19720427;3,9;
33281001;19720428;2,9;
33281001;19720429;3,9;
33281001;19720430;3,3;
33281001;19720501;3,4;
33281001;19720502;2,4;
33281001;19720503;4,0;
33281001;19720504;6,6;
33281001;19720505;5,4;
33281001;19720506;3,4;
33281001;19720507;1,9;
33281001;19720508;3,5;
33281001;19720509;3,9;
33281001;19720510;4,8;
33281001;19720511;2,6;
33281001;19720512;5,6;
33281001;19720513;6,1;
33281001;19720514;4,1;
33281001;19720515;4,9;
33281001;19720516;3,6;
33281001;19720517;2,0;
33281001;19720518;1,6;
33281001;19720519;2,4;
33281001;19720520;3,9;
33281001;19720521;2,9;
33281001;19720522;3,3;
33281001;19720523;2,3;
33281001;19720524;3,3;
33281001;19720525;3,1;
33281001;19720526;5,1;
33281001;19720527;5,5;
33281001;19720528;2,8;
33281001;19720529;2,1;
33281001;19720530;2,8;
33281001;19720531;2,8;
33281001;19720601;1,9;
33281001;19720602;2,1;
33281001;19720603;1,4;
33281001;19720604;2,4;
33281001;19720605;1,5;
33281001;19720606;1,9;
33281001;19720607;5,0;
33281001;19720608;2,3;
33281001;19720609;3,3;
33281001;19720610;3,6;
33281001;19720611;3,4;
33281001;19720612;2,1;
33281001;19720613;3,1;
33281001;19720614;4,4;
33281001;19720615;4,4;
33281001;19720616;4,1;
33281001;19720617;2,0;
33281001;19720618;3,1;
33281001;19720619;4,4;
33281001;19720620;2,5;
33281001;19720621;2,6;
33281001;19720622;3,6;
33281001;19720623;3,4;
33281001;19720624;2,0;
33281001;19720625;2,1;
33281001;19720626;4,0;
33281001;19720627;3,5;
33281001;19720628;3,1;
33281001;19720629;3,3;
33281001;19720630;3,0;
33281001;19720701;3,8;
33281001;19720702;3,6;
33281001;19720703;2,8;
33281001;19720704;4,1;
33281001;19720705;3,0;
33281001;19720706;3,4;
33281001;19720707;3,1;
33281001;19720708;2,6;
33281001;19720709;4,0;
33281001;19720710;3,3;
33281001;19720711;3,1;
33281001;19720712;3,3;
33281001;19720713;3,4;
33281001;19720714;4,4;
33281001;19720715;4,1;
33281001;19720716;3,0;
33281001;19720717;2,6;
33281001;19720718;2,8;
33281001;19720719;2,6;
33281001;19720720;2,6;
33281001;19720721;2,1;
33281001;19720722;2,5;
33281001;19720723;2,6;
33281001;19720724;3,8;
33281001;19720725;2,1;
33281001;19720726;2,6;
33281001;19720727;4,4;
33281001;19720728;4,1;
33281001;19720729;4,0;
33281001;19720730;2,5;
33281001;19720731;3,8;
33281001;19720801;4,5;
33281001;19720802;4,3;
33281001;19720803;3,3;
33281001;19720804;2,5;
33281001;19720805;2,1;
33281001;19720806;2,6;
33281001;19720807;2,5;
33281001;19720808;3,5;
33281001;19720809;2,1;
33281001;19720810;3,9;
33281001;19720811;3,0;
33281001;19720812;3,5;
33281001;19720813;3,1;
33281001;19720814;6,4;
33281001;19720815;5,4;
33281001;19720816;3,1;
