POSTE;DATE;RR;TN;TX;TM;PMERM;FF2M;INST;GLOT;GRELE;ETPMON
33281001;19500101;0,0;1,2;2,6;2,4;1026,6;;0;;0;0,3
33281001;19500102;0,0;0,4;6,0;2,3;1031,7;;96;;0;0,5
33281001;19500103;1,5;-1,0;11,9;6,4;1025,4;;12;;0;0,1
33281001;19500104;0,3;8,0;10,2;9,0;1022,1;;0;;0;0,6
33281001;19500105;4,0;7,6;10,1;8,3;1018,7;;6;;0;0,3
33281001;19500106;0,0;6,0;14,0;9,3;1017,7;;78;;0;0,5
33281001;19500107;0,0;5,1;11,3;7,7;1016,3;;276;;0;0,7
33281001;19500108;0,0;5,7;12,8;8,8;1015,4;;132;;0;0,9
33281001;19500109;0,2;7,8;15,9;10,4;1016,9;;84;;0;1,1
33281001;19500110;0,0;3,3;12,3;6,8;1029,8;;138;;0;0,3
33281001;19500111;0,0;-0,3;11,9;4,5;1034,1;;198;;0;0,3
33281001;19500112;0,0;3,7;7,7;5,3;1031,4;;84;;0;0,4
33281001;19500113;0,0;3,1;7,8;5,5;1028,2;;0;;0;0,1
33281001;19500114;0,0;6,8;10,0;7,9;1032,0;;0;;0;0,6
33281001;19500115;0,0;1,8;10,0;6,0;1032,1;;48;;0;0,5
33281001;19500116;10,3;1,2;9,6;5,5;1023,3;;78;;0;0,2
33281001;19500117;2,3;2,0;8,5;5,0;1020,1;;258;;0;0,5
33281001;19500118;0,0;2,6;7,0;4,7;1025,3;;150;;0;1,2
33281001;19500119;0,0;-2,5;1,0;-0,6;1024,4;;0;;0;0,5
33281001;19500120;0,0;-4,0;-0,4;-2,5;1022,0;;162;;0;0,7
33281001;19500121;0,0;-4,0;0,3;-2,3;1023,3;;348;;0;0,3
33281001;19500122;0,0;-8,2;5,2;-2,7;1021,6;;252;;0;0,3
33281001;19500123;0,0;-6,4;2,5;-2,8;1016,6;;276;;0;0,3
33281001;19500124;0,0;-3,8;-0,4;-2,2;1013,4;;0;;0;0,3
33281001;19500125;0,0;-3,6;5,2;0,7;1016,6;;0;;0;0,4
33281001;19500126;0,0;0,2;7,1;2,5;1020,0;;342;;0;0,7
33281001;19500127;0,0;-4,0;7,8;0,9;1019,6;;360;;0;0,5
33281001;19500128;0,0;-3,4;7,2;0,8;1014,4;;438;;0;0,6
33281001;19500129;1,5;-3,1;4,0;0,3;1014,7;;0;;0;0,2
33281001;19500130;0,0;2,0;13,0;6,1;1016,9;;186;;0;0,5
33281001;19500131;4,8;4,9;14,7;8,3;1014,5;;120;;0;1,4
33281001;19500201;0,0;1,6;12,0;6,7;1017,9;;438;;0;0,9
33281001;19500202;0,5;4,7;14,3;8,6;1012,5;;246;;0;1,8
33281001;19500203;3,6;8,1;12,5;10,3;1010,0;;0;;0;1,5
33281001;19500204;2,5;6,3;13,3;9,8;1009,4;;42;;0;1,6
33281001;19500205;9,3;3,2;11,8;7,0;1010,4;;0;;0;0,9
33281001;19500206;10,6;8,2;12,0;10,3;1010,0;;54;;0;2,0
33281001;19500207;12,5;2,8;11,5;7,5;1024,5;;18;;0;0,3
33281001;19500208;9,2;8,2;13,4;10,2;1021,9;;204;;0;1,5
33281001;19500209;8,8;5,1;12,2;8,8;1026,4;;0;;0;0,6
33281001;19500210;9,0;8,8;13,8;11,5;1022,2;;66;;0;1,0
33281001;19500211;10,6;8,7;11,5;10,3;1016,3;;78;;0;1,4
33281001;19500212;2,4;5,6;12,0;8,1;1017,2;;108;;1;1,3
33281001;19500213;12,9;6,4;10,8;7,8;1004,0;;0;;1;1,5
33281001;19500214;1,8;2,1;11,8;7,0;1020,8;;228;;0;1,1
33281001;19500215;0,9;5,8;13,1;8,5;1030,1;;12;;0;0,9
33281001;19500216;0,0;2,6;17,8;8,9;1030,8;;492;;0;1,3
33281001;19500217;0,0;3,3;20,3;11,2;1029,7;;516;;0;1,8
33281001;19500218;0,0;2,6;19,4;10,2;1025,5;;510;;0;1,4
33281001;19500219;0,0;2,0;17,3;7,7;1022,6;;282;;0;0,9
33281001;19500220;7,4;5,2;14,2;10,3;1018,5;;0;;0;0,4
33281001;19500221;3,7;9,9;12,1;10,3;1020,6;;0;;0;0,6
33281001;19500222;0,0;7,0;14,7;10,4;1019,9;;276;;0;1,4
33281001;19500223;1,1;4,2;14,0;9,2;1017,2;;60;;0;0,7
33281001;19500224;4,2;8,2;16,4;11,4;1013,1;;144;;0;1,5
33281001;19500225;17,8;7,0;11,1;8,5;994,8;;18;;0;1,0
33281001;19500226;0,2;3,7;6,8;5,0;1006,7;;36;;0;1,0
33281001;19500227;0,2;-3,1;4,3;0,4;1017,7;;0;;0;0,5
33281001;19500228;0,0;-3,4;3,8;0,7;1017,3;;144;;0;0,6
33281001;19500301;0,0;-4,2;6,6;1,4;1022,0;;540;;0;1,2
33281001;19500302;0,0;-4,8;8,0;1,7;1027,1;;372;;0;0,7
33281001;19500303;0,0;-5,2;10,3;2,8;1026,8;;510;;0;1,1
33281001;19500304;0,0;-0,2;16,6;7,0;1029,9;;660;;0;2,4
33281001;19500305;0,0;2,7;14,9;9,2;1029,3;;528;;0;1,9
33281001;19500306;0,0;3,1;17,6;9,7;1028,6;;570;;0;2,1
33281001;19500307;0,0;3,3;21,6;11,3;1030,8;;672;;0;2,9
33281001;19500308;0,0;1,8;20,9;11,0;1027,4;;600;;0;2,0
33281001;19500309;0,0;0,8;20,4;10,9;1019,4;;546;;0;2,0
33281001;19500310;0,0;4,1;17,0;9,9;1018,4;;594;;0;2,6
33281001;19500311;0,0;-0,1;12,3;6,4;1020,6;;576;;0;1,5
33281001;19500312;0,0;-1,8;10,6;5,9;1019,1;;120;;0;0,9
33281001;19500313;0,0;-1,6;12,2;5,7;1018,1;;6;;0;0,8
33281001;19500314;0,0;-0,2;16,6;7,4;1016,6;;396;;0;1,8
33281001;19500315;2,6;3,2;18,7;11,2;1010,6;;546;;0;2,5
33281001;19500316;0,1;8,4;18,8;12,4;1015,8;;282;;0;2,6
33281001;19500317;3,2;9,3;15,7;11,6;1020,5;;216;;0;2,3
33281001;19500318;21,2;5,1;20,4;10,7;1015,0;;30;;1;2,7
33281001;19500319;1,2;5,5;14,1;9,2;1019,7;;408;;0;1,9
33281001;19500320;6,8;4,0;14,3;8,5;1020,0;;150;;0;1,2
33281001;19500321;4,3;10,0;14,0;11,6;1020,5;;102;;0;1,7
33281001;19500322;0,4;9,7;13,9;11,6;1023,8;;0;;0;0,7
33281001;19500323;0,0;10,8;19,0;14,0;1025,8;;318;;0;2,4
33281001;19500324;0,0;9,1;15,9;11,9;1028,0;;150;;0;1,6
33281001;19500325;0,0;5,4;18,7;11,1;1018,6;;390;;0;1,9
33281001;19500326;0,0;5,1;20,4;13,3;1009,3;;624;;0;3,3
33281001;19500327;0,0;5,8;18,9;12,3;1013,5;;570;;0;3,5
33281001;19500328;0,0;3,5;18,2;11,5;1016,1;;636;;0;2,2
33281001;19500329;0,8;5,5;12,6;9,1;1012,6;;84;;0;1,4
33281001;19500330;0,0;2,8;9,8;7,1;1015,8;;126;;0;1,9
33281001;19500331;0,0;4,0;12,5;8,4;1020,5;;522;;0;2,6
33281001;19500401;0,3;5,0;12,9;9,4;1021,4;;6;;0;1,4
33281001;19500402;11,1;8,8;13,7;9,9;1010,2;;72;;0;1,9
33281001;19500403;1,0;5,5;12,3;8,5;1008,6;;420;;0;2,0
33281001;19500404;1,5;4,0;12,3;8,1;1015,6;;72;;0;1,0
33281001;19500405;0,0;6,3;14,8;10,4;1016,7;;204;;0;1,5
33281001;19500406;0,0;2,5;20,0;11,4;1013,1;;654;;0;2,7
33281001;19500407;0,0;7,4;23,9;15,0;1014,2;;642;;0;3,7
33281001;19500408;0,0;7,8;21,1;13,8;1020,5;;390;;0;2,8
33281001;19500409;0,4;7,6;15,2;11,0;1022,2;;6;;0;1,4
33281001;19500410;0,0;4,6;13,5;9,3;1021,0;;108;;0;1,5
33281001;19500411;1,5;9,8;13,3;11,3;1013,8;;6;;0;1,6
33281001;19500412;7,7;9,8;13,5;11,2;1007,0;;12;;0;1,2
33281001;19500413;1,0;4,0;13,1;9,3;1009,0;;516;;0;2,1
33281001;19500414;2,1;0,0;12,3;6,7;1008,3;;456;;0;1,5
33281001;19500415;1,0;1,8;11,7;6,7;1012,0;;288;;0;1,5
33281001;19500416;0,0;0,8;13,7;7,6;1017,6;;438;;0;1,7
33281001;19500417;18,6;0,9;14,6;8,4;1013,7;;144;;0;1,4
33281001;19500418;5,9;8,8;13,8;11,0;1003,5;;360;;0;2,7
33281001;19500419;7,9;5,8;13,7;9,2;1006,6;;216;;0;1,7
33281001;19500420;0,0;3,7;15,7;9,9;1012,2;;186;;0;1,5
33281001;19500421;0,0;9,4;19,3;13,0;1016,2;;372;;0;3,3
33281001;19500422;0,0;5,6;18,6;12,3;1020,4;;552;;0;3,2
33281001;19500423;1,6;7,8;12,7;10,2;1018,2;;6;;0;1,4
33281001;19500424;3,7;7,0;11,4;9,3;1012,1;;78;;0;2,0
33281001;19500425;3,1;4,8;11,0;7,4;1013,4;;132;;0;1,8
33281001;19500426;3,0;5,1;12,2;8,6;1013,4;;450;;0;2,6
33281001;19500427;1,4;4,7;14,6;9,5;1021,1;;564;;1;2,9
33281001;19500428;0,0;2,9;15,4;9,4;1025,8;;570;;0;2,6
33281001;19500429;0,0;2,7;20,1;11,6;1024,6;;732;;0;3,1
33281001;19500430;0,0;5,6;25,6;15,9;1021,3;;774;;0;4,1
33281001;19500501;0,0;10,6;22,6;15,0;1021,2;;684;;0;4,5
33281001;19500502;0,0;9,1;20,0;13,3;1023,3;;324;;0;3,0
33281001;19500503;0,0;4,2;18,2;11,7;1021,3;;522;;0;2,7
33281001;19500504;0,0;5,0;18,2;12,2;1020,3;;684;;0;3,4
33281001;19500505;0,0;6,4;19,6;13,4;1019,0;;672;;0;4,5
33281001;19500506;0,0;6,0;19,2;13,5;1019,0;;768;;0;4,0
33281001;19500507;0,0;4,6;19,7;12,9;1020,6;;720;;0;3,7
33281001;19500508;10,3;7,8;17,0;11,4;1014,8;;174;;0;2,2
33281001;19500509;2,1;9,2;17,3;12,2;1013,9;;192;;0;2,1
33281001;19500510;0,0;6,8;22,0;15,3;1015,6;;732;;0;3,4
33281001;19500511;0,0;9,8;25,1;18,9;1013,3;;762;;0;4,2
33281001;19500512;0,0;12,0;25,4;19,0;1009,8;;648;;0;5,9
33281001;19500513;3,3;15,0;21,0;17,0;1011,3;;252;;0;3,8
33281001;19500514;0,0;12,6;24,8;18,1;1011,2;;480;;0;3,8
33281001;19500515;0,0;13,6;25,8;19,7;1009,9;;624;;0;5,2
33281001;19500516;11,2;13,0;22,7;16,5;1008,3;;486;;0;3,4
33281001;19500517;0,6;13,9;21,2;17,1;1003,7;;492;;0;3,9
33281001;19500518;2,7;12,0;17,9;14,7;1005,9;;246;;0;2,3
33281001;19500519;1,0;8,8;22,8;16,3;1008,0;;360;;0;2,8
33281001;19500520;4,4;15,4;26,3;20,2;1008,0;;222;;0;4,1
33281001;19500521;1,2;14,6;26,8;18,7;1008,6;;384;;0;5,5
33281001;19500522;0,0;9,0;22,2;16,0;1016,7;;690;;0;4,0
33281001;19500523;1,6;12,8;20,5;16,1;1014,3;;288;;1;3,2
33281001;19500524;11,3;10,0;24,0;16,2;1013,4;;486;;0;3,6
33281001;19500525;0,7;11,4;22,6;16,9;1013,1;;726;;0;5,5
33281001;19500526;5,2;11,6;16,4;13,9;1015,7;;354;;0;2,9
33281001;19500527;3,1;9,9;17,0;13,1;1019,9;;246;;0;2,0
33281001;19500528;0,0;10,8;17,0;13,8;1026,4;;192;;0;2,8
33281001;19500529;0,0;6,6;20,1;14,1;1026,8;;564;;0;2,8
33281001;19500530;1,6;11,7;21,0;16,2;1020,7;;0;;0;1,9
33281001;19500531;0,5;14,1;22,5;17,7;1018,0;;306;;0;3,1
33281001;19500601;0,0;14,3;20,8;17,0;1019,3;;318;;0;3,1
33281001;19500602;0,0;8,7;25,5;17,3;1020,0;;606;;0;3,4
33281001;19500603;0,0;12,0;28,2;21,0;1020,4;;786;;0;4,6
33281001;19500604;0,0;14,9;31,4;23,8;1019,7;;828;;0;5,8
33281001;19500605;0,0;17,1;30,0;23,6;1019,4;;480;;0;5,1
33281001;19500606;0,0;16,0;21,7;17,9;1022,3;;156;;0;3,0
33281001;19500607;0,0;15,4;27,5;21,0;1019,7;;630;;0;4,6
33281001;19500608;0,0;15,8;29,0;22,8;1015,0;;768;;0;6,2
33281001;19500609;0,0;13,9;30,6;23,0;1012,9;;804;;0;5,5
33281001;19500610;0,0;17,8;31,3;24,4;1012,9;;672;;0;6,1
33281001;19500611;0,9;17,3;28,8;23,1;1014,9;;672;;0;5,2
33281001;19500612;0,0;17,5;27,3;21,8;1016,8;;750;;0;5,4
33281001;19500613;0,0;13,4;26,3;20,2;1018,3;;720;;0;4,3
33281001;19500614;1,8;14,3;27,9;21,2;1014,9;;696;;0;4,5
33281001;19500615;2,0;16,0;30,0;21,3;1010,0;;600;;0;5,2
33281001;19500616;0,0;16,0;25,2;19,9;1011,5;;426;;0;3,9
33281001;19500617;13,1;14,6;22,1;17,9;1016,0;;540;;0;3,5
33281001;19500618;2,2;10,8;24,0;17,7;1017,5;;714;;0;4,1
33281001;19500619;1,3;15,2;28,3;21,6;1013,9;;630;;0;5,1
33281001;19500620;0,0;16,8;29,0;21,1;1011,6;;522;;0;5,1
33281001;19500621;5,7;14,8;20,8;17,2;1014,3;;390;;0;3,7
33281001;19500622;0,0;10,1;21,3;16,2;1019,0;;510;;0;3,3
33281001;19500623;0,0;9,3;23,3;16,7;1020,9;;684;;0;3,5
33281001;19500624;0,0;11,4;26,8;20,0;1020,1;;732;;0;4,0
33281001;19500625;0,0;13,6;22,7;18,6;1023,8;;438;;0;3,4
33281001;19500626;0,0;11,3;25,4;19,0;1025,6;;672;;0;4,1
33281001;19500627;0,0;13,9;28,2;21,8;1023,2;;810;;0;5,1
33281001;19500628;0,0;13,0;32,3;23,7;1020,5;;840;;0;5,2
33281001;19500629;0,0;17,8;38,4;28,1;1015,7;;840;;0;6,4
33281001;19500630;0,0;18,3;27,2;22,5;1018,4;;726;;0;5,3
33281001;19500701;0,0;18,0;27,9;21,4;1017,4;;456;;0;4,2
33281001;19500702;15,4;16,2;32,6;23,8;1010,3;;570;;0;5,0
33281001;19500703;0,0;17,7;31,7;24,6;1008,8;;744;;0;5,9
33281001;19500704;1,3;20,3;29,5;23,5;1011,0;;288;;0;4,6
33281001;19500705;0,0;18,1;23,8;20,4;1016,8;;600;;0;4,7
33281001;19500706;0,5;11,8;23,9;17,8;1018,3;;576;;0;3,7
33281001;19500707;0,0;13,7;24,6;18,9;1019,7;;420;;0;3,7
33281001;19500708;0,0;13,8;31,5;23,2;1016,7;;828;;0;6,3
33281001;19500709;0,0;18,8;27,4;22,6;1016,5;;702;;0;5,6
33281001;19500710;0,2;16,0;24,0;19,7;1021,3;;684;;0;5,1
33281001;19500711;0,8;14,1;22,3;18,4;1020,2;;234;;0;2,9
33281001;19500712;0,5;13,2;26,2;20,2;1016,1;;714;;0;4,3
33281001;19500713;0,0;15,1;26,1;20,8;1013,1;;726;;0;4,7
33281001;19500714;0,3;16,3;23,6;19,3;1018,0;;594;;0;4,7
33281001;19500715;0,0;12,8;29,0;20,6;1016,3;;750;;0;4,9
33281001;19500716;0,0;14,0;22,7;18,4;1015,0;;294;;0;3,2
33281001;19500717;0,0;13,5;25,5;18,8;1019,5;;378;;0;4,0
33281001;19500718;0,0;10,0;28,0;19,2;1024,0;;810;;0;4,7
33281001;19500719;0,0;15,8;31,4;23,5;1022,9;;822;;0;6,1
33281001;19500720;0,0;15,2;33,2;25,1;1017,4;;816;;0;6,0
33281001;19500721;0,0;14,4;29,0;22,1;1014,9;;690;;0;4,9
33281001;19500722;0,0;15,2;24,6;19,9;1016,6;;192;;0;2,8
33281001;19500723;1,7;19,0;24,6;21,3;1018,2;;336;;0;3,9
33281001;19500724;0,0;14,0;26,6;20,3;1021,7;;780;;0;4,6
33281001;19500725;0,0;15,2;30,0;22,8;1018,2;;594;;0;4,5
33281001;19500726;0,0;15,9;30,0;23,3;1016,2;;522;;0;4,3
33281001;19500727;0,0;18,5;28,4;22,3;1015,9;;228;;0;3,9
33281001;19500728;0,0;16,7;29,2;22,7;1015,3;;654;;0;5,1
33281001;19500729;0,0;12,0;30,3;21,1;1017,8;;738;;0;4,7
33281001;19500730;0,0;13,2;30,5;22,1;1017,3;;684;;0;5,0
33281001;19500731;0,0;15,0;26,6;20,0;1015,8;;366;;0;3,8
33281001;19500801;2,2;12,8;24,9;19,5;1014,8;;342;;0;3,2
33281001;19500802;2,7;14,3;22,0;18,5;1015,4;;402;;0;3,7
33281001;19500803;1,1;12,9;22,2;17,3;1018,3;;366;;0;3,2
33281001;19500804;0,0;9,2;25,1;17,7;1018,5;;720;;0;3,9
33281001;19500805;0,0;12,5;30,0;21,1;1013,2;;696;;0;5,9
33281001;19500806;2,9;12,1;32,2;22,6;1010,9;;708;;0;5,4
33281001;19500807;1,0;17,0;24,0;19,8;1012,7;;264;;0;3,2
33281001;19500808;0,0;13,0;27,8;20,5;1012,7;;672;;0;3,8
33281001;19500809;2,1;13,8;31,3;21,7;1011,8;;630;;0;4,8
33281001;19500810;8,2;15,6;22,6;17,6;1019,3;;288;;0;3,2
33281001;19500811;0,0;12,2;25,8;18,7;1022,8;;660;;0;4,3
33281001;19500812;0,0;10,4;27,0;19,2;1021,3;;756;;0;4,3
33281001;19500813;0,0;11,3;27,2;19,6;1019,5;;642;;0;3,7
33281001;19500814;0,0;14,8;26,7;20,3;1018,9;;342;;0;3,7
33281001;19500815;0,0;12,0;27,2;19,6;1017,7;;678;;0;4,0
33281001;19500816;13,7;14,8;21,3;17,1;1012,8;;66;;0;2,2
33281001;19500817;7,2;10,5;21,5;15,4;1010,5;;264;;0;2,4
33281001;19500818;2,3;12,0;21,9;16,2;1012,9;;522;;0;3,3
33281001;19500819;0,0;14,6;25,4;19,3;1016,8;;462;;0;3,5
33281001;19500820;0,0;14,6;33,0;23,3;1014,9;;672;;0;5,5
33281001;19500821;4,2;18,2;30,7;22,4;1015,5;;246;;0;4,2
33281001;19500822;9,0;17,6;31,4;23,4;1015,5;;612;;0;4,9
33281001;19500823;0,4;16,9;25,5;20,3;1014,1;;312;;0;2,9
33281001;19500824;0,0;16,3;21,6;18,6;1016,1;;48;;0;2,3
33281001;19500825;0,0;12,3;27,2;19,4;1014,2;;540;;0;3,4
33281001;19500826;0,0;14,8;25,5;19,7;1012,5;;558;;0;3,7
33281001;19500827;2,0;14,9;26,0;20,1;1012,1;;534;;0;3,4
33281001;19500828;0,1;15,1;21,4;17,2;1012,9;;228;;0;2,6
33281001;19500829;0,0;10,6;22,5;17,0;1019,9;;462;;0;2,7
33281001;19500830;1,6;11,9;28,8;20,1;1017,7;;684;;0;4,7
33281001;19500831;25,9;15,7;20,0;16,6;1014,1;;300;;0;2,9
33281001;19500901;7,6;12,8;19,4;16,3;1015,5;;30;;0;1,1
33281001;19500902;1,0;12,8;20,3;16,5;1019,5;;84;;0;1,6
33281001;19500903;0,0;9,3;20,8;15,7;1022,0;;444;;0;2,1
33281001;19500904;0,7;15,6;23,3;18,7;1021,1;;138;;0;2,0
33281001;19500905;0,0;16,5;22,6;19,1;1018,7;;48;;0;1,5
33281001;19500906;0,0;15,2;24,1;18,8;1017,5;;402;;0;2,9
33281001;19500907;1,7;12,0;21,2;17,1;1018,7;;96;;0;0,9
33281001;19500908;0,0;13,0;23,8;18,4;1021,2;;588;;0;2,6
33281001;19500909;0,0;10,6;26,7;17,9;1020,5;;570;;0;2,6
33281001;19500910;0,0;11,3;26,4;18,9;1020,3;;504;;0;2,4
33281001;19500911;0,0;14,5;30,5;20,7;1017,3;;486;;0;3,9
33281001;19500912;0,0;16,0;23,1;18,9;1022,9;;258;;0;2,5
33281001;19500913;0,0;9,5;27,0;18,6;1015,9;;666;;0;2,9
33281001;19500914;1,9;14,9;22,4;18,7;1012,1;;12;;0;1,5
33281001;19500915;18,2;11,5;19,2;16,5;1011,5;;438;;1;2,1
33281001;19500916;0,0;8,8;22,2;15,2;1016,6;;588;;0;2,5
33281001;19500917;0,0;12,2;21,4;16,6;1018,3;;504;;0;2,9
33281001;19500918;0,0;9,4;21,3;14,9;1020,9;;450;;0;2,2
33281001;19500919;1,1;11,7;20,5;15,5;1016,9;;42;;0;1,4
33281001;19500920;1,0;13,0;19,8;15,8;1015,8;;60;;0;1,7
33281001;19500921;0,4;11,7;18,7;14,0;1018,9;;564;;0;2,6
33281001;19500922;0,0;5,0;18,7;12,2;1027,0;;534;;0;1,6
33281001;19500923;0,0;4,9;20,3;12,3;1029,0;;618;;0;1,8
33281001;19500924;0,0;5,3;26,0;14,6;1020,9;;540;;0;2,2
33281001;19500925;2,7;10,6;20,4;14,5;1012,5;;300;;0;1,7
33281001;19500926;6,9;9,4;17,3;12,8;1014,7;;408;;0;1,5
33281001;19500927;0,0;4,6;15,3;9,7;1025,3;;228;;0;0,9
33281001;19500928;0,0;2,1;18,1;9,8;1024,9;;516;;0;1,2
33281001;19500929;0,9;5,8;19,9;12,7;1015,6;;492;;0;1,6
33281001;19500930;4,6;11,8;20,8;15,4;1008,9;;336;;0;1,8
33281001;19501001;0,6;13,1;18,5;15,5;1017,6;;420;;0;2,3
33281001;19501002;1,6;10,3;19,0;14,6;1023,4;;126;;0;1,3
33281001;19501003;0,0;12,1;20,4;15,8;1026,5;;216;;0;1,3
33281001;19501004;0,0;9,3;22,5;15,0;1020,4;;522;;0;2,3
33281001;19501005;0,0;12,0;25,1;17,9;1016,9;;540;;0;3,0
33281001;19501006;0,0;11,6;24,8;17,8;1020,4;;624;;0;2,2
33281001;19501007;0,0;12,8;18,1;14,8;1022,2;;108;;0;0,8
33281001;19501008;0,3;8,8;20,6;14,1;1018,8;;60;;0;0,9
33281001;19501009;0,5;12,0;18,9;15,5;1016,2;;12;;0;0,8
33281001;19501010;2,7;14,1;21,2;16,3;1019,2;;252;;0;1,8
33281001;19501011;0,0;11,3;20,3;14,8;1029,6;;378;;0;1,5
33281001;19501012;0,0;6,2;21,6;12,9;1028,3;;528;;0;1,4
33281001;19501013;0,0;4,6;23,4;13,2;1021,4;;594;;0;1,4
33281001;19501014;12,0;8,3;17,4;13,0;1019,2;;12;;0;0,4
33281001;19501015;6,7;11,2;13,3;12,2;1015,0;;0;;0;0,4
33281001;19501016;0,0;11,4;15,0;13,5;1019,0;;0;;0;0,4
33281001;19501017;0,0;12,0;16,4;13,3;1025,0;;120;;0;0,8
33281001;19501018;0,0;7,1;20,6;13,4;1025,5;;420;;0;1,2
33281001;19501019;0,0;9,5;21,2;14,4;1020,3;;528;;0;1,6
33281001;19501020;0,0;4,3;20,8;13,1;1018,4;;522;;0;0,7
33281001;19501021;0,0;8,0;22,8;14,4;1018,4;;456;;0;1,1
33281001;19501022;0,0;12,0;19,0;15,7;1020,4;;24;;0;0,9
33281001;19501023;1,0;12,1;18,4;14,2;1018,4;;72;;0;1,1
33281001;19501024;3,7;10,9;15,3;12,6;1013,2;;54;;0;0,7
33281001;19501025;1,7;9,7;13,1;10,6;1009,3;;0;;0;0,8
33281001;19501026;0,0;0,8;12,5;6,2;1016,0;;420;;0;0,7
33281001;19501027;8,2;3,6;13,8;8,2;1017,0;;114;;0;0,6
33281001;19501028;0,0;2,6;10,8;7,0;1018,6;;246;;0;0,5
33281001;19501029;0,0;0,6;10,8;5,1;1017,7;;354;;0;0,7
33281001;19501030;3,0;0,8;12,8;7,0;1018,1;;12;;0;0,8
33281001;19501031;1,1;9,5;16,5;12,9;1018,9;;246;;0;0,5
33281001;19501101;2,5;8,0;18,8;12,4;1018,8;;132;;0;0,9
33281001;19501102;0,2;5,0;15,7;10,9;1021,0;;132;;0;0,3
33281001;19501103;4,7;9,8;15,5;12,1;1014,8;;24;;0;1,0
33281001;19501104;0,0;1,8;12,0;7,4;1016,1;;60;;0;0,4
33281001;19501105;0,0;2,8;10,0;6,3;1014,7;;174;;0;0,6
33281001;19501106;0,0;-1,3;9,6;4,3;1012,1;;342;;0;0,4
33281001;19501107;0,0;-0,4;10,2;4,2;1017,9;;432;;0;0,6
33281001;19501108;0,0;-4,0;14,0;3,4;1021,2;;420;;0;0,5
33281001;19501109;0,0;1,4;16,4;9,2;1019,2;;306;;0;0,6
33281001;19501110;7,2;10,2;21,0;15,8;1009,6;;6;;0;1,5
33281001;19501111;6,8;10,2;15,4;12,1;1009,1;;54;;0;0,7
33281001;19501112;17,2;8,0;14,7;10,4;1010,4;;222;;0;0,9
33281001;19501113;20,2;9,0;15,2;14,4;1012,0;;0;;0;0,2
33281001;19501114;3,4;9,7;15,7;12,4;1015,9;;42;;0;1,1
33281001;19501115;3,6;4,5;14,6;9,5;1020,7;;108;;0;0,5
33281001;19501116;15,5;9,6;15,2;13,7;1013,9;;0;;0;0,2
33281001;19501117;0,2;8,0;14,1;10,3;1020,1;;204;;0;0,8
33281001;19501118;0,6;2,4;14,9;7,5;1016,0;;348;;0;0,7
33281001;19501119;18,4;6,8;11,4;8,8;1009,2;;96;;0;0,7
33281001;19501120;19,5;5,3;11,2;8,4;1007,7;;84;;0;0,3
33281001;19501121;4,8;6,2;14,0;10,5;1004,0;;0;;0;0,9
33281001;19501122;12,0;6,8;11,2;8,2;1005,3;;24;;0;0,6
33281001;19501123;9,0;4,3;12,8;8,9;1014,1;;150;;0;0,3
33281001;19501124;11,6;7,8;14,0;10,4;1011,4;;0;;0;0,4
33281001;19501125;0,2;11,2;18,7;13,9;1010,5;;252;;0;1,1
33281001;19501126;2,6;11,3;15,2;13,0;1014,9;;0;;0;0,5
33281001;19501127;0,4;8,0;15,2;11,4;1022,8;;66;;0;0,2
33281001;19501128;1,2;12,2;16,8;14,2;1021,0;;0;;0;1,1
33281001;19501129;6,9;9,0;14,8;11,1;1021,9;;108;;0;1,3
33281001;19501130;0,1;5,2;12,0;7,9;1028,1;;96;;0;0,4
33281001;19501201;0,1;1,3;15,0;8,0;1018,4;;276;;0;0,4
33281001;19501202;2,0;9,4;16,3;12,8;1009,0;;120;;0;1,3
33281001;19501203;2,0;5,3;9,8;8,4;1009,2;;114;;0;0,3
33281001;19501204;0,0;0,0;7,4;2,9;1013,9;;114;;0;0,3
33281001;19501205;0,0;0,0;5,0;2,4;1012,4;;24;;0;0,6
33281001;19501206;0,0;0,4;4,2;2,0;1010,8;;84;;0;1,3
33281001;19501207;6,4;-3,8;8,3;1,6;1011,8;;330;;0;0,5
33281001;19501208;0,0;2,1;8,8;5,8;1014,7;;174;;0;0,3
33281001;19501209;0,0;-0,3;8,1;4,6;1026,3;;0;;0;0,1
33281001;19501210;9,0;4,4;10,7;7,6;1022,5;;0;;0;0,9
33281001;19501211;7,5;6,2;9,8;7,7;1011,8;;204;;0;0,6
33281001;19501212;9,7;2,8;6,8;4,8;1012,2;;54;;0;0,1
33281001;19501213;24,6;3,2;10,3;6,6;1002,3;;102;;0;0,3
33281001;19501214;6,8;5,1;8,6;6,9;995,5;;48;;0;0,3
33281001;19501215;10,4;3,6;10,2;5,7;1006,7;;0;;0;0,8
33281001;19501216;4,2;-2,7;3,5;0,3;1012,1;;108;;0;0,1
33281001;19501217;1,3;-2,0;6,6;1,4;1016,6;;288;;0;0,3
33281001;19501218;17,4;-0,6;12,0;4,7;1018,1;;120;;0;0,1
33281001;19501219;0,1;5,0;9,8;7,5;1019,3;;126;;0;0,5
33281001;19501220;2,7;3,0;9,2;5,9;1014,8;;60;;0;0,3
33281001;19501221;4,7;3,0;5,4;4,4;1008,0;;0;;0;0,1
33281001;19501222;5,4;3,0;7,8;5,2;992,4;;0;;0;0,2
